,ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Log_Discount_offered,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_high,Product_importance_low,Product_importance_medium,Cost_of_the_Product_std,Weight_in_gms_std
9944,9945,A,Ship,7,5,268,4,medium,0,9,1754,1,2.1972245773362196,1,0,0,0,0,0,0,1,0,0,1,1.2019242569253394,-1.1503115514738864
9945,9946,B,Ship,6,5,157,5,low,0,10,1133,0,2.302585092994046,0,1,0,0,0,0,0,1,0,1,0,-1.1032044916543575,-1.529948704097904
9946,9947,C,Ship,7,3,262,4,low,0,1,1384,1,0.0,0,0,1,0,0,0,0,1,0,1,0,1.0773227029480585,-1.37650437992942
9947,9948,F,Ship,4,2,245,5,medium,1,10,1668,1,2.302585092994046,0,0,0,0,1,0,0,1,0,0,1,0.7242849666790958,-1.202886100790578
9949,9950,F,Ship,6,3,259,4,high,0,7,1208,0,1.9459101490553132,0,0,0,0,1,0,0,1,1,0,0,1.015021925959418,-1.4840988064379985
9950,9951,A,Ship,5,2,238,5,low,0,4,1962,0,1.3862943611198906,1,0,0,0,0,0,0,1,0,1,0,0.5789164870389348,-1.0231545019637485
9951,9952,B,Ship,6,4,288,4,medium,0,9,1575,0,2.1972245773362196,0,1,0,0,0,0,0,1,0,0,1,1.6172627701829425,-1.2597399738888608
9952,9953,C,Ship,7,4,284,4,low,1,3,1751,1,1.0986122886681098,0,0,1,0,0,0,0,1,0,1,0,1.5341950675314218,-1.1521455473802826
9953,9954,F,Ship,4,4,243,5,medium,1,2,1842,0,0.6931471805599453,0,0,0,0,1,0,0,1,0,0,1,0.6827511153533355,-1.0965143382195972
9954,9955,D,Ship,6,2,260,4,low,0,8,1522,0,2.0794415416798357,0,0,0,1,0,0,0,1,0,1,0,1.0357888516222982,-1.292140568235194
9955,9956,F,Ship,4,3,264,5,low,0,2,1541,0,0.6931471805599453,0,0,0,0,1,0,0,1,0,1,0,1.1188565542738187,-1.280525260828018
9956,9957,A,Ship,5,2,269,5,medium,0,10,1113,1,2.302585092994046,1,0,0,0,0,0,0,1,0,0,1,1.2226911825882196,-1.5421753434738787
9957,9958,B,Ship,7,4,282,4,low,1,6,1800,0,1.791759469228055,0,1,0,0,0,0,0,1,0,1,0,1.4926612162056616,-1.1221902809091444
9959,9960,F,Ship,5,5,230,5,low,0,8,1067,0,2.0794415416798357,0,0,0,0,1,0,0,1,0,1,0,0.41278108173589356,-1.5702966140386208
9960,9961,D,Ship,6,5,254,4,high,0,10,1217,0,2.302585092994046,0,0,0,1,0,0,0,1,1,0,0,0.9111872976450173,-1.4785968187188099
9961,9962,F,Ship,5,4,256,5,low,1,2,1723,1,0.6931471805599453,0,0,0,0,1,0,0,1,0,1,0,0.9527211489707775,-1.1692628425066474
9962,9963,A,Ship,4,2,255,5,low,0,7,1378,0,1.9459101490553132,1,0,0,0,0,0,0,1,0,1,0,0.9319542233078973,-1.3801723717422125
9963,9964,B,Ship,7,3,306,4,low,1,2,1790,1,0.6931471805599453,0,1,0,0,0,0,0,1,0,1,0,1.9910674321147852,-1.1283036005971316
9964,9965,C,Ship,6,2,189,2,low,0,2,1837,0,0.6931471805599453,0,0,1,0,0,0,0,1,0,1,0,-0.4386628704421927,-1.0995709980635908
9965,9966,F,Ship,6,3,280,4,low,1,2,1753,0,0.6931471805599453,0,0,0,0,1,0,0,1,0,1,0,1.4511273648799012,-1.150922883442685
9966,9967,D,Ship,6,5,310,4,medium,0,10,1553,0,2.302585092994046,0,0,0,1,0,0,0,1,0,0,1,2.0741351347663057,-1.2731892772024331
9967,9968,F,Ship,5,4,266,2,medium,1,1,5494,0,0.0,0,0,0,0,1,0,0,1,0,0,1,1.160390405599579,1.1360700118334017
9968,9969,A,Ship,3,3,196,3,low,1,4,5622,0,1.3862943611198906,1,0,0,0,0,0,0,1,0,1,0,-0.2932943908020316,1.2143205038396403
9969,9970,B,Ship,3,2,198,5,medium,0,6,5443,0,1.791759469228055,0,1,0,0,0,0,0,1,0,0,1,-0.2517605394762713,1.1048920814246659
9970,9971,C,Ship,5,5,163,2,high,1,6,5253,1,1.791759469228055,0,0,1,0,0,0,0,1,1,0,0,-0.9786029376770766,0.9887390073529053
9971,9972,F,Ship,3,3,137,3,low,0,8,4742,0,2.0794415416798357,0,0,0,0,1,0,0,1,0,1,0,-1.5185430049119606,0.6763483712967491
9972,9973,D,Ship,3,1,167,2,low,0,8,4171,1,2.0794415416798357,0,0,0,1,0,0,0,1,0,1,0,-0.8955352350255561,0.3272778171126685
9973,9974,F,Ship,3,5,115,2,low,1,10,4200,0,2.302585092994046,0,0,0,0,1,0,0,1,0,1,0,-1.975415369495324,0.34500644420783194
9974,9975,A,Road,5,2,192,2,low,1,5,4046,0,1.6094379124341003,1,0,0,0,0,0,1,0,0,1,0,-0.3763620934535522,0.250861321012826
9975,9976,B,Road,4,2,238,5,medium,1,9,4618,0,2.1972245773362196,0,1,0,0,0,0,1,0,0,0,1,0.5789164870389348,0.6005432071657053
9976,9977,C,Road,4,2,142,3,low,1,2,4790,1,0.6931471805599453,0,0,1,0,0,0,1,0,0,1,0,-1.4147083765975599,0.7056923057990886
9977,9978,F,Road,3,2,256,2,low,0,7,5725,1,1.9459101490553132,0,0,0,0,1,0,1,0,0,1,0,0.9527211489707775,1.2772876966259106
9978,9979,D,Road,4,1,208,3,medium,0,7,4592,0,1.9459101490553132,0,0,0,1,0,0,1,0,0,0,1,-0.044091282847469784,0.5846485759769381
9979,9980,F,Road,3,2,257,2,medium,1,8,4242,1,2.0794415416798357,0,0,0,0,1,0,1,0,0,0,1,0.9734880746336577,0.37068238689737903
9980,9981,A,Road,4,3,227,3,medium,1,8,5829,1,2.0794415416798357,1,0,0,0,0,0,1,0,0,0,1,0.3504803047472531,1.3408662213809797
9981,9982,B,Road,4,2,219,4,low,1,8,5660,0,2.0794415416798357,0,1,0,0,0,0,1,0,0,1,0,0.1843448994442119,1.2375511186539925
9982,9983,C,Road,5,3,202,2,low,0,9,5645,1,2.1972245773362196,0,0,1,0,0,0,1,0,0,1,0,-0.1686928368247507,1.2283811391220114
9983,9984,F,Road,4,2,158,3,medium,0,9,4078,1,2.1972245773362196,0,0,0,0,1,0,1,0,0,0,1,-1.0824375659914773,0.2704239440143857
9984,9985,D,Road,6,3,235,3,low,0,7,4829,1,1.9459101490553132,0,0,0,1,0,0,1,0,0,1,0,0.5166157100502944,0.7295342525822395
9985,9986,F,Road,4,4,233,3,low,1,9,4300,1,2.1972245773362196,0,0,0,0,1,0,1,0,0,1,0,0.475081858724534,0.40613964108770595
9986,9987,A,Road,4,5,244,3,medium,1,3,5857,1,1.0986122886681098,1,0,0,0,0,0,1,0,0,0,1,0.7035180410162157,1.3579835165073444
9987,9988,B,Road,3,5,244,5,medium,0,10,4163,0,2.302585092994046,0,1,0,0,0,0,1,0,0,0,1,0.7035180410162157,0.3223871613622786
9988,9989,C,Road,3,5,148,3,low,1,4,5919,0,1.3862943611198906,0,0,1,0,0,0,1,0,0,1,0,-1.290106822620279,1.3958860985728663
9989,9990,F,Road,5,5,171,2,high,1,8,4602,0,2.0794415416798357,0,0,0,0,1,0,1,0,1,0,0,-0.8124675323740355,0.5907618956649255
9990,9991,D,Road,5,2,197,5,low,0,4,4196,1,1.3862943611198906,0,0,0,1,0,0,1,0,0,1,0,-0.2725274651391515,0.34256111633263703
9991,9992,F,Road,3,1,256,3,low,0,5,5643,0,1.6094379124341003,0,0,0,0,1,0,1,0,0,1,0,0.9527211489707775,1.227158475184414
9992,9993,A,Road,6,3,223,2,medium,1,7,5007,0,1.9459101490553132,1,0,0,0,0,0,1,0,0,0,1,0.2674126020957325,0.8383513430284152
9993,9994,B,Road,5,2,271,4,low,0,4,4066,0,1.3862943611198906,0,1,0,0,0,0,1,0,0,1,0,1.2642250339139798,0.2630879603888008
9994,9995,C,Road,2,1,135,4,medium,0,8,5001,1,2.0794415416798357,0,0,1,0,0,0,1,0,0,0,1,-1.560076856237721,0.8346833512156228
9995,9996,F,Road,6,4,272,2,low,1,7,4145,0,1.9459101490553132,0,0,0,0,1,0,1,0,0,1,0,1.28499195957686,0.31138318592390124
9996,9997,D,Flight,3,1,265,3,medium,0,10,4244,0,2.302585092994046,0,0,0,1,0,1,0,0,0,0,1,1.1396234799366989,0.37190505083497655
9997,9998,F,Flight,5,5,180,2,high,1,5,4585,1,1.6094379124341003,0,0,0,0,1,1,0,0,1,0,0,-0.6255652014081141,0.5803692521953469
9998,9999,A,Flight,5,3,187,3,low,1,2,5967,0,0.6931471805599453,1,0,0,0,0,1,0,0,0,1,0,-0.48019672176795297,1.4252300330752057
9999,10000,B,Flight,3,3,158,3,low,1,1,5502,0,0.0,0,1,0,0,0,1,0,0,0,1,0,-1.0824375659914773,1.1409606675837916
10000,10001,C,Flight,4,1,234,2,medium,0,4,5164,0,1.3862943611198906,0,0,1,0,0,1,0,0,0,0,1,0.4958487843874142,0.9343304621298174
10001,10002,F,Flight,6,4,224,5,medium,1,10,5602,0,2.302585092994046,0,0,0,0,1,1,0,0,0,0,1,0.28817952775861266,1.2020938644636656
10002,10003,D,Flight,4,4,153,3,medium,1,3,4422,1,1.0986122886681098,0,0,0,1,0,1,0,0,0,0,1,-1.1862721943058783,0.48072214128115226
10003,10004,F,Flight,3,5,125,2,low,0,2,4182,1,0.6931471805599453,0,0,0,0,1,1,0,0,0,1,0,-1.7677461128665224,0.33400246876945466
10004,10005,A,Flight,4,1,204,3,medium,1,3,4310,0,1.0986122886681098,1,0,0,0,0,1,0,0,0,0,1,-0.1271589854989904,0.4122529607756934
10005,10006,B,Flight,3,1,199,3,high,1,3,5127,0,1.0986122886681098,0,1,0,0,0,1,0,0,1,0,0,-0.23099361381339117,0.911711179284264
10006,10007,C,Flight,3,4,216,3,low,0,3,5149,0,1.0986122886681098,0,0,1,0,0,1,0,0,0,1,0,0.12204412245557143,0.9251604825978363
10007,10008,F,Flight,4,3,183,3,low,0,6,5712,1,1.791759469228055,0,0,0,0,1,1,0,0,0,1,0,-0.5632644244194736,1.269340381031527
10008,10009,D,Flight,4,3,136,3,medium,0,4,5769,1,1.3862943611198906,0,0,0,1,0,1,0,0,0,0,1,-1.5393099305748408,1.3041863032530552
10009,10010,F,Flight,4,1,269,3,low,0,3,4409,1,1.0986122886681098,0,0,0,0,1,1,0,0,0,1,0,1.2226911825882196,0.47277482568676865
10010,10011,A,Flight,5,5,105,4,low,1,6,5135,1,1.791759469228055,1,0,0,0,0,1,0,0,0,1,0,-2.1830846261241255,0.916601835034654
10011,10012,B,Flight,4,2,253,2,low,0,4,4502,1,1.3862943611198906,0,1,0,0,0,1,0,0,0,1,0,0.8904203719821371,0.5296286987850515
10012,10013,C,Flight,3,1,263,3,medium,1,4,4616,0,1.3862943611198906,0,0,1,0,0,1,0,0,0,0,1,1.0980896286109385,0.5993205432281078
10013,10014,F,Flight,4,1,266,3,low,1,10,4382,0,2.302585092994046,0,0,0,0,1,1,0,0,0,1,0,1.160390405599579,0.4562688625292027
10014,10015,D,Flight,3,3,185,2,low,1,4,4746,0,1.3862943611198906,0,0,0,1,0,1,0,0,0,1,0,-0.5217305730937133,0.6787936991719441
10015,10016,F,Flight,3,4,245,2,medium,0,1,4427,0,0.0,0,0,0,0,1,1,0,0,0,0,1,0.7242849666790958,0.483778801125146
10016,10017,A,Flight,3,5,184,3,medium,0,9,4969,0,2.1972245773362196,1,0,0,0,0,1,0,0,0,0,1,-0.5424974987565935,0.8151207282140631
10017,10018,B,Flight,5,4,235,3,medium,0,8,4636,0,2.0794415416798357,0,1,0,0,0,1,0,0,0,0,1,0.5166157100502944,0.6115471826040827
10018,10019,C,Ship,3,2,247,3,medium,1,8,5194,0,2.0794415416798357,0,0,1,0,0,0,0,1,0,0,1,0.7658188180048562,0.9526704211937796
10019,10020,F,Ship,4,4,145,2,medium,1,9,5070,0,2.1972245773362196,0,0,0,0,1,0,0,1,0,0,1,-1.3524075996089193,0.8768652570627359
10020,10021,D,Ship,3,3,158,2,low,0,4,5960,0,1.3862943611198906,0,0,0,1,0,0,0,1,0,1,0,-1.0824375659914773,1.4209507092936147
10021,10022,F,Ship,4,5,268,2,low,1,2,4721,1,0.6931471805599453,0,0,0,0,1,0,0,1,0,1,0,1.2019242569253394,0.6635103999519756
10022,10023,A,Ship,3,1,186,3,medium,0,4,5515,1,1.3862943611198906,1,0,0,0,0,0,0,1,0,0,1,-0.5009636474308331,1.1489079831781752
10023,10024,B,Ship,2,3,226,3,medium,1,8,5106,1,2.0794415416798357,0,1,0,0,0,0,0,1,0,0,1,0.329713379084373,0.8988732079394905
10024,10025,C,Ship,5,1,258,3,medium,1,7,4466,1,1.9459101490553132,0,0,1,0,0,0,0,1,0,0,1,0.9942550002965378,0.5076207479082968
10025,10026,F,Ship,3,4,189,3,high,1,2,5464,0,0.6931471805599453,0,0,0,0,1,0,0,1,1,0,0,-0.4386628704421927,1.1177300527694394
10026,10027,D,Ship,5,3,255,4,medium,0,4,4178,1,1.3862943611198906,0,0,0,1,0,0,0,1,0,0,1,0.9319542233078973,0.3315571408942597
10027,10028,F,Ship,5,5,207,4,low,0,1,5035,0,0.0,0,0,0,0,1,0,0,1,0,1,0,-0.06485820851034994,0.8554686381547799
10028,10029,A,Ship,3,5,271,3,low,1,2,5229,1,0.6931471805599453,1,0,0,0,0,0,0,1,0,1,0,1.2642250339139798,0.9740670401017355
10029,10030,B,Ship,3,4,239,4,medium,0,10,5455,1,2.302585092994046,0,1,0,0,0,0,0,1,0,0,1,0.5996834127018149,1.1122280650502507
10030,10031,C,Ship,4,4,186,3,low,0,8,4969,1,2.0794415416798357,0,0,1,0,0,0,0,1,0,1,0,-0.5009636474308331,0.8151207282140631
10031,10032,F,Ship,4,1,139,3,medium,0,7,4275,0,1.9459101490553132,0,0,0,0,1,0,0,1,0,0,1,-1.4770091535862002,0.3908563418677375
10033,10034,F,Ship,4,2,198,2,high,1,2,5662,0,0.6931471805599453,0,0,0,0,1,0,0,1,1,0,0,-0.2517605394762713,1.23877378259159
10034,10035,A,Ship,4,4,102,3,high,0,9,5644,1,2.1972245773362196,1,0,0,0,0,0,0,1,1,0,0,-2.245385403112766,1.2277698071532126
10035,10036,B,Ship,3,3,219,3,high,1,5,4321,0,1.6094379124341003,0,1,0,0,0,0,0,1,1,0,0,0.1843448994442119,0.4189776124324795
10036,10037,C,Ship,4,5,240,5,medium,1,8,4314,0,2.0794415416798357,0,0,1,0,0,0,0,1,0,0,1,0.6204503383646951,0.4146982886508883
10037,10038,F,Ship,3,2,222,2,medium,1,1,4021,1,0.0,0,0,0,0,1,0,0,1,0,0,1,0.24664567643285235,0.23557802179285747
10038,10039,D,Ship,2,2,221,2,medium,0,3,4500,1,1.0986122886681098,0,0,0,1,0,0,0,1,0,0,1,0.2258787507699722,0.528406034847454
10039,10040,F,Ship,5,3,229,2,medium,0,1,5294,1,0.0,0,0,0,0,1,0,0,1,0,0,1,0.39201415607301343,1.0138036180736536
10040,10041,A,Ship,5,2,146,3,low,0,5,4725,0,1.6094379124341003,1,0,0,0,0,0,0,1,0,1,0,-1.3316406739460394,0.6659557278271705
10041,10042,B,Ship,3,3,165,2,low,1,1,5661,0,0.0,0,1,0,0,0,0,0,1,0,1,0,-0.9370690863513164,1.2381624506227913
10042,10043,C,Ship,4,4,200,3,low,0,7,5807,1,1.9459101490553132,0,0,1,0,0,0,0,1,0,1,0,-0.21022668815051102,1.3274169180674074
10043,10044,F,Ship,4,2,232,2,low,1,5,4907,0,1.6094379124341003,0,0,0,0,1,0,0,1,0,1,0,0.4543149330616539,0.7772181461485412
10044,10045,D,Ship,5,5,240,2,low,0,2,5655,0,0.6931471805599453,0,0,0,1,0,0,0,1,0,1,0,0.6204503383646951,1.2344944588099989
10045,10046,F,Ship,5,4,240,4,medium,1,7,4552,1,1.9459101490553132,0,0,0,0,1,0,0,1,0,0,1,0.6204503383646951,0.5601952972249885
10046,10047,A,Ship,3,2,187,3,medium,0,7,5334,0,1.9459101490553132,1,0,0,0,0,0,0,1,0,0,1,-0.48019672176795297,1.0382568968256032
10047,10048,B,Ship,5,4,239,3,low,0,7,4960,0,1.9459101490553132,0,1,0,0,0,0,0,1,0,1,0,0.5996834127018149,0.8096187404948745
10048,10049,C,Ship,3,1,171,4,medium,0,6,5398,0,1.791759469228055,0,0,1,0,0,0,0,1,0,0,1,-0.8124675323740355,1.0773821428287227
10049,10050,F,Ship,4,2,239,4,medium,1,8,4039,0,2.0794415416798357,0,0,0,0,1,0,0,1,0,0,1,0.5996834127018149,0.2465819972312348
10050,10051,D,Ship,4,2,166,5,low,1,8,4493,0,2.0794415416798357,0,0,0,1,0,0,0,1,0,1,0,-0.9163021606884362,0.5241267110658628
10051,10052,F,Ship,6,1,113,2,medium,0,7,5234,1,1.9459101490553132,0,0,0,0,1,0,0,1,0,0,1,-2.0169492208210844,0.9771236999457292
10052,10053,A,Ship,4,3,104,5,low,0,6,4617,1,1.791759469228055,1,0,0,0,0,0,0,1,0,1,0,-2.2038515517870056,0.5999318751969066
10053,10054,B,Ship,3,4,270,3,medium,0,10,5417,0,2.302585092994046,0,1,0,0,0,0,0,1,0,0,1,1.2434581082510996,1.0889974502358988
10054,10055,C,Ship,5,1,145,2,medium,1,8,4485,1,2.0794415416798357,0,0,1,0,0,0,0,1,0,0,1,-1.3524075996089193,0.5192360553154729
10055,10056,F,Ship,3,5,171,3,medium,1,5,4075,1,1.6094379124341003,0,0,0,0,1,0,0,1,0,0,1,-0.8124675323740355,0.2685899481079895
10056,10057,D,Ship,4,5,160,3,low,0,9,5799,1,2.1972245773362196,0,0,0,1,0,0,0,1,0,1,0,-1.0409037146657172,1.3225262623170173
10057,10058,F,Ship,4,2,210,2,medium,0,1,5437,1,0.0,0,0,0,0,1,0,0,1,0,0,1,-0.0025574315217094822,1.1012240896118735
10058,10059,A,Ship,4,1,256,4,medium,0,3,5324,0,1.0986122886681098,1,0,0,0,0,0,0,1,0,0,1,0.9527211489707775,1.032143577137616
10059,10060,B,Ship,4,5,155,3,low,0,10,5315,1,2.302585092994046,0,1,0,0,0,0,0,1,0,1,0,-1.144738342980118,1.026641589418427
10060,10061,C,Ship,5,1,126,5,medium,0,2,5659,1,0.6931471805599453,0,0,1,0,0,0,0,1,0,0,1,-1.7469791872036422,1.2369397866851939
10061,10062,F,Ship,3,1,189,3,low,1,1,4886,0,0.0,0,0,0,0,1,0,0,1,0,1,0,-0.4386628704421927,0.7643801748037676
10062,10063,D,Ship,4,1,206,3,high,1,2,5013,1,0.6931471805599453,0,0,0,1,0,0,0,1,1,0,0,-0.08562513417323009,0.8420193348412077
10063,10064,F,Ship,4,3,242,2,medium,1,2,5879,0,0.6931471805599453,0,0,0,0,1,0,0,1,0,0,1,0.6619841896904554,1.3714328198209167
10064,10065,A,Ship,3,1,258,2,low,0,4,5262,0,1.3862943611198906,1,0,0,0,0,0,0,1,0,1,0,0.9942550002965378,0.994240995072094
10065,10066,B,Ship,4,4,196,4,low,0,10,4871,1,2.302585092994046,0,1,0,0,0,0,0,1,0,1,0,-0.2932943908020316,0.7552101952717866
10066,10067,C,Ship,3,3,209,3,low,1,1,5186,0,0.0,0,0,1,0,0,0,0,1,0,1,0,-0.023324357184589636,0.9477797654433897
10067,10068,F,Ship,4,4,259,2,low,1,6,4308,1,1.791759469228055,0,0,0,0,1,0,0,1,0,1,0,1.015021925959418,0.4110302968380959
10068,10069,D,Ship,2,1,140,2,medium,0,8,4965,0,2.0794415416798357,0,0,0,1,0,0,0,1,0,0,1,-1.4562422279233203,0.8126754003388681
10069,10070,F,Ship,5,3,141,2,medium,0,10,4651,0,2.302585092994046,0,0,0,0,1,0,0,1,0,0,1,-1.43547530226044,0.6207171621360638
10070,10071,A,Ship,3,1,160,2,medium,1,5,4435,1,1.6094379124341003,1,0,0,0,0,0,0,1,0,0,1,-1.0409037146657172,0.48866945687553587
10071,10072,B,Ship,5,4,208,4,medium,0,8,4116,0,2.0794415416798357,0,1,0,0,0,0,0,1,0,0,1,-0.044091282847469784,0.2936545588287378
10072,10073,C,Ship,3,4,198,3,low,0,3,5322,0,1.0986122886681098,0,0,1,0,0,0,0,1,0,1,0,-0.2517605394762713,1.0309209132000183
10073,10074,F,Ship,4,4,264,3,low,1,6,5959,1,1.791759469228055,0,0,0,0,1,0,0,1,0,1,0,1.1188565542738187,1.4203393773248159
10074,10075,D,Ship,4,3,136,4,low,1,10,5911,0,2.302585092994046,0,0,0,1,0,0,0,1,0,1,0,-1.5393099305748408,1.3909954428224762
10075,10076,F,Ship,4,4,221,4,low,0,2,5595,1,0.6931471805599453,0,0,0,0,1,0,0,1,0,1,0,0.2258787507699722,1.1978145406820744
10076,10077,A,Ship,5,3,242,3,low,0,10,4889,1,2.302585092994046,1,0,0,0,0,0,0,1,0,1,0,0.6619841896904554,0.7662141707101638
10077,10078,B,Ship,4,2,162,3,low,1,7,5614,0,1.9459101490553132,0,1,0,0,0,0,0,1,0,1,0,-0.9993698633399568,1.2094298480892505
10078,10079,C,Ship,4,5,258,3,low,0,3,5422,1,1.0986122886681098,0,0,1,0,0,0,0,1,0,1,0,0.9942550002965378,1.0920541100798924
10079,10080,F,Ship,5,3,172,3,medium,0,3,4056,0,1.0986122886681098,0,0,0,0,1,0,0,1,0,0,1,-0.7917006067111553,0.2569746407008134
10080,10081,D,Ship,4,4,222,4,medium,1,6,4733,0,1.791759469228055,0,0,0,1,0,0,0,1,0,0,1,0.24664567643285235,0.6708463835775604
10081,10082,F,Ship,3,2,215,2,low,0,7,4305,0,1.9459101490553132,0,0,0,0,1,0,0,1,0,1,0,0.10127719679269129,0.4091963009316997
10082,10083,A,Ship,3,4,164,2,low,1,1,4067,1,0.0,1,0,0,0,0,0,0,1,0,1,0,-0.9578360120141965,0.26369929235759954
10083,10084,B,Ship,5,1,233,3,low,0,6,5560,0,1.791759469228055,0,1,0,0,0,0,0,1,0,1,0,0.475081858724534,1.1764179217741184
10084,10085,C,Ship,4,4,249,3,medium,0,1,5743,0,0.0,0,0,1,0,0,0,0,1,0,0,1,0.8073526693306164,1.2882916720642879
10085,10086,F,Ship,4,5,217,3,low,0,3,5380,1,1.0986122886681098,0,0,0,0,1,0,0,1,0,1,0,0.14281104811845158,1.0663781673903452
10086,10087,D,Ship,4,3,260,3,low,1,1,4796,0,0.0,0,0,0,1,0,0,0,1,0,1,0,1.0357888516222982,0.709360297611881
10087,10088,F,Ship,4,1,219,2,medium,1,6,5314,0,1.791759469228055,0,0,0,0,1,0,0,1,0,0,1,0.1843448994442119,1.0260302574496285
10088,10089,A,Ship,4,1,267,4,medium,1,2,4024,0,0.6931471805599453,1,0,0,0,0,0,0,1,0,0,1,1.1811573312624593,0.2374120176992537
10089,10090,B,Ship,5,3,137,4,low,0,9,4754,0,2.1972245773362196,0,1,0,0,0,0,0,1,0,1,0,-1.5185430049119606,0.683684354922334
10090,10091,C,Ship,4,5,141,2,low,1,1,4395,1,0.0,0,0,1,0,0,0,0,1,0,1,0,-1.43547530226044,0.4642161781235863
10091,10092,F,Ship,4,2,201,2,medium,1,6,5729,0,1.791759469228055,0,0,0,0,1,0,0,1,0,0,1,-0.18945976248763086,1.2797330245011056
10092,10093,D,Ship,5,1,125,4,medium,1,3,5595,0,1.0986122886681098,0,0,0,1,0,0,0,1,0,0,1,-1.7677461128665224,1.1978145406820744
10093,10094,F,Ship,3,1,173,2,medium,0,1,5927,1,0.0,0,0,0,0,1,0,0,1,0,0,1,-0.7709336810482751,1.400776754323256
10094,10095,A,Ship,3,5,271,2,medium,0,6,4020,1,1.791759469228055,1,0,0,0,0,0,0,1,0,0,1,1.2642250339139798,0.23496668982405874
10095,10096,B,Ship,4,5,243,3,low,1,9,5263,0,2.1972245773362196,0,1,0,0,0,0,0,1,0,1,0,0.6827511153533355,0.9948523270408927
10096,10097,C,Ship,5,1,151,3,low,0,9,4895,0,2.1972245773362196,0,0,1,0,0,0,0,1,0,1,0,-1.2278060456316384,0.7698821625229564
10097,10098,F,Ship,4,4,224,4,medium,0,2,4503,1,0.6931471805599453,0,0,0,0,1,0,0,1,0,0,1,0.28817952775861266,0.5302400307538502
10098,10099,D,Ship,3,2,141,3,low,1,7,4682,0,1.9459101490553132,0,0,0,1,0,0,0,1,0,1,0,-1.43547530226044,0.6396684531688247
10099,10100,F,Ship,3,2,133,3,medium,1,10,5803,0,2.302585092994046,0,0,0,0,1,0,0,1,0,0,1,-1.6016107075634813,1.3249715901922123
10100,10101,A,Ship,3,2,239,3,low,1,4,5628,1,1.3862943611198906,1,0,0,0,0,0,0,1,0,1,0,0.5996834127018149,1.217988495652433
10101,10102,B,Ship,4,3,203,2,low,1,8,5597,0,2.0794415416798357,0,1,0,0,0,0,0,1,0,1,0,-0.14792591116187054,1.199037204619672
10102,10103,C,Ship,4,2,220,3,low,0,9,5896,0,2.1972245773362196,0,0,1,0,0,0,0,1,0,1,0,0.20511182510709206,1.3818254632904952
10103,10104,F,Ship,4,3,212,2,low,1,8,5513,0,2.0794415416798357,0,0,0,0,1,0,0,1,0,1,0,0.038976419804050824,1.1476853192405778
10104,10105,D,Ship,2,4,252,4,medium,1,4,4787,0,1.3862943611198906,0,0,0,1,0,0,0,1,0,0,1,0.8696534463192569,0.7038583098926924
10105,10106,F,Ship,5,5,265,3,low,1,3,5637,0,1.0986122886681098,0,0,0,0,1,0,0,1,0,1,0,1.1396234799366989,1.2234904833716216
10106,10107,A,Ship,4,2,199,3,low,1,7,5342,0,1.9459101490553132,1,0,0,0,0,0,0,1,0,1,0,-0.23099361381339117,1.0431475525759932
10107,10108,B,Ship,3,5,209,3,high,0,4,5413,0,1.3862943611198906,0,1,0,0,0,0,0,1,1,0,0,-0.023324357184589636,1.0865521223607038
10108,10109,C,Ship,4,5,254,3,low,0,7,4363,0,1.9459101490553132,0,0,1,0,0,0,0,1,0,1,0,0.9111872976450173,0.4446535551220266
10109,10110,F,Ship,2,3,216,3,high,1,9,4032,1,2.1972245773362196,0,0,0,0,1,0,0,1,1,0,0,0.12204412245557143,0.24230267344964362
10110,10111,D,Ship,5,4,196,2,medium,1,2,5515,0,0.6931471805599453,0,0,0,1,0,0,0,1,0,0,1,-0.2932943908020316,1.1489079831781752
10111,10112,F,Road,4,4,258,3,high,1,2,5420,0,0.6931471805599453,0,0,0,0,1,0,1,0,1,0,0,0.9942550002965378,1.090831446142295
10112,10113,A,Road,3,3,137,3,high,1,7,5794,1,1.9459101490553132,1,0,0,0,0,0,1,0,1,0,0,-1.5185430049119606,1.3194696024730237
10113,10114,B,Road,6,5,282,4,low,1,10,4901,0,2.302585092994046,0,1,0,0,0,0,1,0,0,1,0,1.4926612162056616,0.7735501543357488
10114,10115,C,Road,3,2,156,2,medium,1,10,4276,0,2.302585092994046,0,0,1,0,0,0,1,0,0,0,1,-1.1239714173172377,0.3914676738365362
10115,10116,F,Road,4,5,237,5,medium,1,4,4917,0,1.3862943611198906,0,0,0,0,1,0,1,0,0,0,1,0.5581495613760546,0.7833314658365286
10116,10117,D,Road,4,5,170,3,medium,1,3,4695,1,1.0986122886681098,0,0,0,1,0,0,1,0,0,0,1,-0.8332344580369155,0.6476157687632084
10117,10118,F,Road,4,1,243,3,high,0,9,4277,0,2.1972245773362196,0,0,0,0,1,0,1,0,1,0,0,0.6827511153533355,0.39207900580533495
